,Wall time,Step,Value
0,1716091083.113194,0,0.0
1,1716091263.548112,1000,0.4935483932495117
2,1716091461.452611,3000,0.6129032373428345
3,1716091666.467136,6000,0.6752199530601501
4,1716091865.661682,8000,0.6759530901908875
5,1716092062.116119,10000,0.6816715598106384
6,1716092262.55846,12000,0.7042521834373474
7,1716092465.187232,15000,0.7045454382896423
8,1716092664.879247,17000,0.7073313593864441
9,1716092864.484811,19000,0.7077712416648865
10,1716093060.563215,21000,0.7155424952507019
11,1716093266.938491,23000,0.7164222598075867
12,1716093468.287095,26000,0.721994161605835
13,1716093670.606479,28000,0.7230205535888672
14,1716093868.412632,30000,0.729325532913208
15,1716094069.675166,32000,0.7303519248962402
16,1716094268.983758,34000,0.7309384346008301
17,1716094469.907694,37000,0.7309384346008301
18,1716094675.098051,39000,0.7328445911407471
19,1716094869.825461,41000,0.7432551383972168
20,1716095070.738071,43000,0.7460410594940186
21,1716095276.040099,45000,0.7520527839660645
22,1716095474.414997,48000,0.7520527839660645
23,1716095673.596254,50000,0.7539589405059814
24,1717073687.733368,53000,0.7551319599151611
25,1717073888.293645,55000,0.755425214767456
26,1717074085.334417,58000,0.7589442729949951
27,1717074288.263483,60000,0.7590909004211426
28,1717074489.832659,62000,0.7598240375518799
29,1717074686.475713,64000,0.7629032135009766
30,1717074890.820571,67000,0.7653958797454834
31,1717075092.49007,69000,0.7692081928253174
32,1717075287.9714,71000,0.7714076042175293
33,1717075491.100737,73000,0.7714076042175293
34,1717075691.930234,75000,0.7714076042175293
35,1717075894.268707,78000,0.7715542316436768
36,1717076094.62367,80000,0.7797653675079346
37,1717076295.664164,82000,0.7804985046386719
38,1717076498.537768,84000,0.7821114659309387
39,1717076702.285181,87000,0.7848973870277405
40,1717076897.208673,89000,0.7869501709938049
41,1717077096.232336,91000,0.7872434258460999
42,1717077296.07489,93000,0.7875366806983948
43,1717077497.118831,95000,0.788563072681427
44,1717077698.09036,97000,0.7895894646644592
45,1716102675.052126,100000,0.7912023663520813
